{ 0,1,0,2,1,1,2} in_1 test 20% win=100 
[data I : 55390 answer: 254.0forecast :248.84076328347336 (rmse:5.16, mape: 0.02) ] 
[data I : 55391 answer: 279.0forecast :240.09729541469252 (rmse:38.9, mape: 0.14) ] 
[data I : 55392 answer: 258.0forecast :263.85516437572767 (rmse:5.86, mape: 0.02) ] 
[data I : 55393 answer: 216.0forecast :269.21056983016973 (rmse:53.21, mape: 0.25) ] 
[data I : 55394 answer: 204.0forecast :220.87524430017507 (rmse:16.88, mape: 0.08) ] 
[data I : 55395 answer: 183.0forecast :197.72594199892302 (rmse:14.73, mape: 0.08) ] 
[data I : 55396 answer: 162.0forecast :181.8882042241851 (rmse:19.89, mape: 0.12) ] 
[data I : 55397 answer: 104.0forecast :172.08528211570686 (rmse:68.09, mape: 0.66) ] 
[data I : 55398 answer: 75.0forecast :104.60160183562124 (rmse:29.6, mape: 0.4) ] 
[data I : 55399 answer: 112.0forecast :74.21194372911793 (rmse:37.79, mape: 0.34) ] 
[data I : 55400 answer: 104.0forecast :109.69740408008725 (rmse:5.7, mape: 0.06) ] 
[data I : 55401 answer: 116.0forecast :107.59361788192012 (rmse:8.41, mape: 0.07) ] 
[data I : 55402 answer: 79.0forecast :128.30784476244892 (rmse:49.31, mape: 0.63) ] 
[data I : 55403 answer: 120.0forecast :69.35645135816475 (rmse:50.64, mape: 0.43) ] 
[data I : 55404 answer: 75.0forecast :123.29858381541742 (rmse:48.3, mape: 0.65) ] 
[data I : 55405 answer: 50.0forecast :67.9918160651314 (rmse:17.99, mape: 0.37) ] 
[data I : 55406 answer: 83.0forecast :58.90888847340348 (rmse:24.09, mape: 0.29) ] 
[data I : 55407 answer: 116.0forecast :74.72827386372728 (rmse:41.27, mape: 0.36) ] 
[data I : 55408 answer: 66.0forecast :116.77134476742823 (rmse:50.77, mape: 0.77) ] 
[data I : 55409 answer: 112.0forecast :76.01997662963886 (rmse:35.98, mape: 0.33) ] 
[data I : 55410 answer: 112.0forecast :113.76285961291329 (rmse:1.76, mape: 0.02) ] 
[data I : 55411 answer: 191.0forecast :95.76504125044713 (rmse:95.23, mape: 0.5) ] 
[data I : 55412 answer: 237.0forecast :194.23476638902233 (rmse:42.77, mape: 0.18) ] 
[data I : 55413 answer: 279.0forecast :234.2203845362351 (rmse:44.78, mape: 0.16) ] 
[data I : 55414 answer: 279.0forecast :282.40674126521463 (rmse:3.41, mape: 0.01) ] 
[data I : 55415 answer: 224.0forecast :285.30354687779345 (rmse:61.3, mape: 0.27) ] 
[data I : 55416 answer: 212.0forecast :225.6888326193942 (rmse:13.69, mape: 0.07) ] 
[data I : 55417 answer: 183.0forecast :215.84425619236023 (rmse:32.84, mape: 0.18) ] 
[data I : 55418 answer: 179.0forecast :182.12612827103055 (rmse:3.13, mape: 0.02) ] 
[data I : 55419 answer: 112.0forecast :189.02239797810543 (rmse:77.02, mape: 0.69) ] 
[data I : 55420 answer: 137.0forecast :119.1425423640298 (rmse:17.86, mape: 0.14) ] 
[data I : 55421 answer: 141.0forecast :136.3993190060521 (rmse:4.6, mape: 0.03) ] 
[data I : 55422 answer: 87.0forecast :136.96200280837905 (rmse:49.96, mape: 0.57) ] 
[data I : 55423 answer: 54.0forecast :97.51663244406348 (rmse:43.52, mape: 0.82) ] 
[data I : 55424 answer: 95.0forecast :58.354952420692854 (rmse:36.65, mape: 0.39) ] 
[data I : 55425 answer: 104.0forecast :85.29072383371445 (rmse:18.71, mape: 0.18) ] 
[data I : 55426 answer: 116.0forecast :102.65688188684496 (rmse:13.34, mape: 0.12) ] 
[data I : 55427 answer: 154.0forecast :124.72175820118346 (rmse:29.28, mape: 0.19) ] 
[data I : 55428 answer: 100.0forecast :150.5973860708041 (rmse:50.6, mape: 0.51) ] 
[data I : 55429 answer: 66.0forecast :96.04074191079415 (rmse:30.04, mape: 0.46) ] 
[data I : 55430 answer: 87.0forecast :74.55751578018551 (rmse:12.44, mape: 0.15) ] 
[data I : 55431 answer: 108.0forecast :78.1725520267956 (rmse:29.83, mape: 0.28) ] 
[data I : 55432 answer: 120.0forecast :104.98846186735044 (rmse:15.01, mape: 0.13) ] 
[data I : 55433 answer: 100.0forecast :129.5983301549835 (rmse:29.6, mape: 0.3) ] 
[data I : 55434 answer: 70.0forecast :100.040712740721 (rmse:30.04, mape: 0.43) ] 
[data I : 55435 answer: 195.0forecast :68.69429226500993 (rmse:126.31, mape: 0.65) ] 
[data I : 55436 answer: 183.0forecast :194.28835312985987 (rmse:11.29, mape: 0.07) ] 
[data I : 55437 answer: 304.0forecast :171.0246728480837 (rmse:132.98, mape: 0.44) ] 
[data I : 55438 answer: 312.0forecast :317.90269493824906 (rmse:5.9, mape: 0.02) ] 
[data I : 55439 answer: 170.0forecast :312.36260629507746 (rmse:142.36, mape: 0.84) ] 
[data I : 55440 answer: 212.0forecast :166.5099065369763 (rmse:45.49, mape: 0.22) ] 
[data I : 55441 answer: 170.0forecast :221.32433797762292 (rmse:51.32, mape: 0.3) ] 
[data I : 55442 answer: 116.0forecast :149.1469011394752 (rmse:33.15, mape: 0.29) ] 
[data I : 55443 answer: 154.0forecast :149.86953859992724 (rmse:4.13, mape: 0.03) ] 
[data I : 55444 answer: 137.0forecast :154.57494010581425 (rmse:17.57, mape: 0.13) ] 
[data I : 55445 answer: 95.0forecast :133.88147289604663 (rmse:38.88, mape: 0.41) ] 
[data I : 55446 answer: 129.0forecast :111.14570720434824 (rmse:17.85, mape: 0.14) ] 
[data I : 55447 answer: 87.0forecast :125.45397172657869 (rmse:38.45, mape: 0.44) ] 
[data I : 55448 answer: 100.0forecast :81.32368548258007 (rmse:18.68, mape: 0.19) ] 
[data I : 55449 answer: 125.0forecast :113.48367376909172 (rmse:11.52, mape: 0.09) ] 
[data I : 55450 answer: 137.0forecast :115.56167313576978 (rmse:21.44, mape: 0.16) ] 
[data I : 55451 answer: 145.0forecast :142.41008818887363 (rmse:2.59, mape: 0.02) ] 
[data I : 55452 answer: 195.0forecast :146.29732429289965 (rmse:48.7, mape: 0.25) ] 
[data I : 55453 answer: 133.0forecast :191.39159972854466 (rmse:58.39, mape: 0.44) ] 
[data I : 55454 answer: 145.0forecast :131.69014669732587 (rmse:13.31, mape: 0.09) ] 
[data I : 55455 answer: 125.0forecast :148.12225937581385 (rmse:23.12, mape: 0.19) ] 
[data I : 55456 answer: 116.0forecast :112.10476932057108 (rmse:3.9, mape: 0.04) ] 
[data I : 55457 answer: 154.0forecast :127.83863908786304 (rmse:26.16, mape: 0.17) ] 
[data I : 55458 answer: 145.0forecast :153.21789137172962 (rmse:8.22, mape: 0.06) ] 
[data I : 55459 answer: 108.0forecast :145.53747546078432 (rmse:37.54, mape: 0.35) ] 
[data I : 55460 answer: 166.0forecast :117.82250660696415 (rmse:48.18, mape: 0.29) ] 
[data I : 55461 answer: 116.0forecast :155.35033664096798 (rmse:39.35, mape: 0.34) ] 
[data I : 55462 answer: 129.0forecast :113.70764752653103 (rmse:15.29, mape: 0.12) ] 
[data I : 55463 answer: 125.0forecast :140.5209746108607 (rmse:15.52, mape: 0.13) ] 
[data I : 55464 answer: 162.0forecast :109.56955870691074 (rmse:52.43, mape: 0.32) ] 
[data I : 55465 answer: 120.0forecast :160.35272381726912 (rmse:40.35, mape: 0.34) ] 
[data I : 55466 answer: 137.0forecast :129.53302609918177 (rmse:7.47, mape: 0.06) ] 
[data I : 55467 answer: 166.0forecast :131.45388002653092 (rmse:34.55, mape: 0.21) ] 
[data I : 55468 answer: 133.0forecast :153.62496824311165 (rmse:20.62, mape: 0.16) ] 
[data I : 55469 answer: 133.0forecast :141.03213779530302 (rmse:8.03, mape: 0.06) ] 
[data I : 55470 answer: 162.0forecast :139.12362101945718 (rmse:22.88, mape: 0.14) ] 
[data I : 55471 answer: 145.0forecast :146.44850622134197 (rmse:1.45, mape: 0.01) ] 
[data I : 55472 answer: 133.0forecast :151.68760247050878 (rmse:18.69, mape: 0.14) ] 
[data I : 55473 answer: 150.0forecast :143.16821317771942 (rmse:6.83, mape: 0.05) ] 
[data I : 55474 answer: 158.0forecast :139.03586971639405 (rmse:18.96, mape: 0.12) ] 
[data I : 55475 answer: 125.0forecast :156.2900463265309 (rmse:31.29, mape: 0.25) ] 
[data I : 55476 answer: 116.0forecast :137.61437103957502 (rmse:21.61, mape: 0.19) ] 
[data I : 55477 answer: 162.0forecast :116.22544583071878 (rmse:45.77, mape: 0.28) ] 
[data I : 55478 answer: 129.0forecast :149.05850226485563 (rmse:20.06, mape: 0.16) ] 
[data I : 55479 answer: 120.0forecast :136.6684547007972 (rmse:16.67, mape: 0.14) ] 
[data I : 55480 answer: 141.0forecast :133.19188421101214 (rmse:7.81, mape: 0.06) ] 
[data I : 55481 answer: 183.0forecast :126.21778426662381 (rmse:56.78, mape: 0.31) ] 
[data I : 55482 answer: 116.0forecast :172.64690091129933 (rmse:56.65, mape: 0.49) ] 
[data I : 55483 answer: 216.0forecast :134.2853905755464 (rmse:81.71, mape: 0.38) ] 
[data I : 55484 answer: 262.0forecast :202.1833149979873 (rmse:59.82, mape: 0.23) ] 
[data I : 55485 answer: 262.0forecast :233.9747668362449 (rmse:28.03, mape: 0.11) ] 
[data I : 55486 answer: 241.0forecast :283.44201852466455 (rmse:42.44, mape: 0.18) ] 
[data I : 55487 answer: 266.0forecast :252.1196077140826 (rmse:13.88, mape: 0.05) ] 
[data I : 55488 answer: 258.0forecast :239.32174924243049 (rmse:18.68, mape: 0.07) ] 
[data I : 55489 answer: 220.0forecast :256.08073826574895 (rmse:36.08, mape: 0.16) ] 
[data I : 55490 answer: 204.0forecast :236.05417424244024 (rmse:32.05, mape: 0.16) ] 
[data I : 55491 answer: 195.0forecast :208.57295555749994 (rmse:13.57, mape: 0.07) ] 
[data I : 55492 answer: 170.0forecast :188.69002053544395 (rmse:18.69, mape: 0.11) ] 
[data I : 55493 answer: 154.0forecast :179.75936862507473 (rmse:25.76, mape: 0.17) ] 
[data I : 55494 answer: 166.0forecast :164.4680050786731 (rmse:1.53, mape: 0.01) ] 
[data I : 55495 answer: 166.0forecast :163.9177412892592 (rmse:2.08, mape: 0.01) ] 
[data I : 55496 answer: 158.0forecast :167.8525268942285 (rmse:9.85, mape: 0.06) ] 
[data I : 55497 answer: 133.0forecast :168.1308819584341 (rmse:35.13, mape: 0.26) ] 
[data I : 55498 answer: 137.0forecast :139.7671037246249 (rmse:2.77, mape: 0.02) ] 
[data I : 55499 answer: 137.0forecast :133.74624288078564 (rmse:3.25, mape: 0.02) ] 
[data I : 55500 answer: 137.0forecast :135.23248629504815 (rmse:1.77, mape: 0.01) ] 
[data I : 55501 answer: 162.0forecast :142.40201426678868 (rmse:19.6, mape: 0.12) ] 
[data I : 55502 answer: 108.0forecast :161.32895543083927 (rmse:53.33, mape: 0.49) ] 
[data I : 55503 answer: 141.0forecast :116.04823970554787 (rmse:24.95, mape: 0.18) ] 
[data I : 55504 answer: 145.0forecast :141.86864961472594 (rmse:3.13, mape: 0.02) ] 
[data I : 55505 answer: 116.0forecast :132.85270483167105 (rmse:16.85, mape: 0.15) ] 
[data I : 55506 answer: 166.0forecast :132.34425266349103 (rmse:33.66, mape: 0.2) ] 
[data I : 55507 answer: 212.0forecast :160.16723381037872 (rmse:51.83, mape: 0.25) ] 
[data I : 55508 answer: 266.0forecast :187.27821696770448 (rmse:78.72, mape: 0.3) ] 
[data I : 55509 answer: 287.0forecast :262.03392428513314 (rmse:24.97, mape: 0.09) ] 
[data I : 55510 answer: 262.0forecast :287.1439977399355 (rmse:25.14, mape: 0.1) ] 
[data I : 55511 answer: 266.0forecast :264.94302911034634 (rmse:1.06, mape: 0) ] 
[data I : 55512 answer: 191.0forecast :258.9310234894698 (rmse:67.93, mape: 0.36) ] 
[data I : 55513 answer: 229.0forecast :195.1479074640857 (rmse:33.85, mape: 0.15) ] 
[data I : 55514 answer: 208.0forecast :228.0506397588638 (rmse:20.05, mape: 0.1) ] 
[data I : 55515 answer: 166.0forecast :206.5243191885338 (rmse:40.52, mape: 0.24) ] 
[data I : 55516 answer: 145.0forecast :196.94399758009905 (rmse:51.94, mape: 0.36) ] 
[data I : 55517 answer: 179.0forecast :153.75415359010196 (rmse:25.25, mape: 0.14) ] 
[data I : 55518 answer: 154.0forecast :162.44156646449895 (rmse:8.44, mape: 0.06) ] 
[data I : 55519 answer: 133.0forecast :167.5549596795184 (rmse:34.55, mape: 0.26) ] 
[data I : 55520 answer: 120.0forecast :153.64343623402945 (rmse:33.64, mape: 0.28) ] 
[data I : 55521 answer: 154.0forecast :119.39267779286259 (rmse:34.61, mape: 0.23) ] 
[data I : 55522 answer: 120.0forecast :142.31905952276188 (rmse:22.32, mape: 0.19) ] 
[data I : 55523 answer: 154.0forecast :131.78600813555656 (rmse:22.21, mape: 0.15) ] 
[data I : 55524 answer: 100.0forecast :157.96455865846087 (rmse:57.96, mape: 0.58) ] 
[data I : 55525 answer: 154.0forecast :106.92215915565578 (rmse:47.08, mape: 0.31) ] 
[data I : 55526 answer: 95.0forecast :143.61526525276312 (rmse:48.62, mape: 0.51) ] 
[data I : 55527 answer: 108.0forecast :105.53745279212784 (rmse:2.46, mape: 0.03) ] 
[data I : 55528 answer: 183.0forecast :108.53416820955958 (rmse:74.47, mape: 0.41) ] 
